uid,year,week,ticket_no,parent_ticket,circle,cmp,cmm_name,link_name,span_name,vendor_tt,fibre_owner,construction_type,impact,affected_service,reason,event_date,reported_to_fibre_noc,informed_date,etr,cleared_date,status,resolution,fault_description,mttr,mttn,delay_reason,inter_intra_bin,zone,bucket,transport_ip_bin,restoration_status,span_id,workorder,sp_name,rca_cause_code,reason_high_mttr,day,month,week_name,ttr_percentage
2026WK-18'26,2026,WK-18'26,IM368058261,,Haryana,Karnal,CMM Name,Ambala- Delhi#1(Noida),Pehowa-Kaithal,,,O & M,,Core - Collector,Fibre Cut,03-05-2026,0000-00-00 00:00:00,03-05-2026 17:11,03-05-2026 23:04,03-05-2026 20:54,Resolved,Restored by single joint,uptime increase ,3.83,00:07,,Intercity,North,Own,Transport,Permanent,HRKTHLHRPHWASPN006_BU,1.00172E+11,,NULL,,3,May-26,WK-18'26,TTR<4Hrs
2026WK-18'26,2026,WK-18'26,IM368084787,,Haryana,Ambala,CMM Name,I-HR-KLKA-ENB-9006,I-HR-KLKA-ENB-6005,,,O & M,NSA,AG1 - CSS,Fibre Cut,03-05-2026,03-05-2026 20:24,03-05-2026 20:24,0000-00-00 00:00:00,04-05-2026 07:54,Resolved,Fiber cable swap / replaced,"RCA:- Cable Partially Damaged by Rat Bite.
Cable Type :- 48F
Media – OWN
Live fiber – 12 Nos.
Restored with Fiber Swapped.


CMP_Interface Down [1]: HARYANA/Ambala;Link: AG1_CSS : IPOF :; Down Since:2026-05-03 20:16:26.000000
 $$ [AG1_CSS]I-HR-KLKA-ENB-9006<->I-HR-KLKA-ENB-6005 $$ 

PR TBFC_P1 - Interface down Affected:7 [DOWN:0,THREAT:7] AG1_CSS: IPOF : between I-HR-KLKA-ENB-9006 KLKAKLKAPAR007-Te0/0/7-Te0/0/7 and I-HR-KLKA-ENB-6005 KLKAKLKAESR003-Te0/0/11-Te0/0/11[VILL.- TIPRA and ] CMP -  Ambala  since 2026-05-03 20:16:26.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: HR-49731829-MI],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'KLKAKLKAPAR007','sap_id' = 'I-HR-KLKA-ENB-9006','interface_name' = 'Te0/0/7','port' = 'Te0/0/7','link' = 'KLKAKLKAPAR007_KLKAKLKAESR003','link_no' = 22031774],path_information : (P1 = (ticket_id = 49731829,link = KLKAKLKAPAR007_KLKAKLKAESR003,ticket_type = THREAT,down_type = LINK,outage_start_time = 2026-05-03 20:16:26,outage_created_time = 2026-05-03 20:19:23)),TBFCKEY_49731829, #IFDOWN-AG1_CSS_IPOF#,ticket_nature : IPOF",11.62,00:08,,Intracity,North,Own,Intracity IP Access,,INHRKLKAXXXXTW0001NA1PAR002,1.00169E+11,,NULL,,4,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368140054,,Haryana,Rewari,CMM Name,I-HR-GRGN-AG2-0001,I-RJ-TJRA-ENB-9007,,,O & M,NSA,AG1 - AG1,Fibre Cut,04-05-2026,04-05-2026 05:01,04-05-2026 05:01,0000-00-00 00:00:00,04-05-2026 12:32,Resolved,Restored by resplicing,"as per deepak +917740068969 // own fiber // Resplice // cut reason single fiber break // otdr 28 km from I-HR-GRGN-AG2-0001 // 48F/42LF // permanenet // delay reason due to late information for delhi circle  


From: Mahipal8 Singh <Mahipal8.Singh@ril.com> 
Sent: 04 May 2026 16:35
To: Jio NOCOFCIntracity <Jio.NOCOFCIntracity@ril.com>
Cc: Lokesh Tiwari <Lokesh.Tiwari@ril.com>; Mahesh4 Verma <Mahesh4.Verma@ril.com>; Brijender Singh <Brijender.Singh@ril.com>; Smit Sodhi <Smit.Sodhi@ril.com>; Deepak184 Kumar <Deepak184.Kumar@ril.com>
Subject: Re: IM368140054// cmp change gurgaon to rewari cmp 

________________________________________
From: Mahipal8 Singh <Mahipal8.Singh@ril.com>
Sent: Monday, May 4, 2026 3:18 PM
To: Deepak184 Kumar <Deepak184.Kumar@ril.com>; Jio NOCOFCIntracity <Jio.NOCOFCIntracity@ril.com>
Cc: Lokesh Tiwari <Lokesh.Tiwari@ril.com>; Mahesh4 Verma <Mahesh4.Verma@ril.com>; Brijender Singh <Brijender.Singh@ril.com>; Smit Sodhi <Smit.Sodhi@ril.com>
Subject: IM368140054// cmp change gurgaon to rewari cmp
 
Dear team,

Plz do needful ASAP confirmation on trailing mail 

Get Outlook for Android
________________________________________
From: Deepak184 Kumar <Deepak184.Kumar@ril.com>
Sent: Monday, May 4, 2026 12:55:53 PM
To: Mahipal8 Singh <Mahipal8.Singh@ril.com>; Jio NOCOFCIntracity <Jio.NOCOFCIntracity@ril.com>
Cc: Lokesh Tiwari <Lokesh.Tiwari@ril.com>; Mahesh4 Verma <Mahesh4.Verma@ril.com>; Brijender Singh <Brijender.Singh@ril.com>; Smit Sodh",7.65,00:07,,Intercity,North,Own,Intercity IP Core,,INDLGRGNGNHINB0001MA2PAR001,1.00172E+11,,NULL,,4,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM367822460,,Haryana,Rewari,CMM Name,Sohana-Sakras-Alwar JCN,Sohana-Sakras,,,O & M,NSA,Collector,Fibre Cut,02-05-2026,0000-00-00 00:00:00,02-05-2026 14:23,02-05-2026 23:00,02-05-2026 19:35,Resolved,Restored by double joint,"As per Mr Ravinder +917015998625   // Own  UG fiber //  Cut due to  Sewerage work by PWD   // OTDR at  36.8  km from Sohana    //  Restored by Double joint //   2 JC added  //  145 meter cable added // Delay due to local issue.
Span Name 	LER 	SpanLoss 	Egress 	Ingress 	Status
Sakras - Sohana 		20.11 	07.80 	-12.31 	-
Sohana - Sakras 	26.34 	21.8 	04.53 	-17.27 	-",5.32,00:08,Others,Intercity,North,Own,Transport,Permanent,HRSOHNRJALWRSPQ001_BU,1.00169E+11,,NULL,,2,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368508557,,Haryana,Hissar,CMM Name,I-HR-SIRS-ILA-9117,I-HR-FTBD-ILA-0001,,,O & M,NSA,AG1 - AG1,Fibre Cut,05-05-2026,05-05-2026 17:39,05-05-2026 17:39,0000-00-00 00:00:00,05-05-2026 21:12,Resolved,Restored by double joint,"CMP_Interface Down [2]: HARYANA/Hissar;Link: AG1_AG1 : IPOF :; Down Since:2026-05-05 17:29:00.000000
 $$ [AG1_AG1]I-HR-SIRS-ILA-9117<->I-HR-FTBD-ILA-0001
SIRSSIRSPAR002/TenGigabitEthernet0/3/8
FTBDFTBDPAR003/TenGigabitEthernet0/4/1;[AG1_CSS]I-HR-FTBD-ILA-0001<->I-HR-FTBD-ENB-W002 $$ 

Interface down AG1_AG1 Total :1,10G:1,100G:0,400G:0: IPOF : between I-HR-SIRS-ILA-9117 and I-HR-FTBD-ILA-0001[VPO JOGIWALA & Fatehabad ] since 2026-05-05 17:29:00
 PR ALARM : Interface down AG1_AG1 SO6-NA Total :1,10G:1,100G:0,400G:0 Rg:N Between Site : SIRSSIRSPAR002 port TenGigabitEthernet0/3/8; AND FTBDFTBDPAR003 port TenGE0/4/1-Fiber;MaintenancePoint - Hissar;SAPID - I-HR-SIRS-ILA-9117;DESTINATION_SAPID - I-HR-FTBD-ILA-0001
SIRSSIRSPAR002/TenGigabitEthernet0/3/8
FTBDFTBDPAR003/TenGigabitEthernet0/4/1
PR TBFC_P1 - Interface down Affected:28 [DOWN:0,THREAT:28] AG1_CSS: IPOF : between I-HR-FTBD-ILA-0001 FTBDFTBDPAR003-Te0/0/6-Te0/0/6 and I-HR-FTBD-ENB-W002 FTBDFTBDESR020-Te0/0/10-Te0/0/10[Fatehabad and ] CMP -  Hissar  since 2026-05-05 17:29:03.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: HR-49792808-MJ],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'FTBDFTBDPAR003','sap_id' = 'I-HR-FTBD-ILA-0001','interface_name' = 'Te0/0/6','port' = 'Te0/0/6','link' = 'FTBDFTBDPAR003_FTBDFTBDESR020','link_no' = 14625612],path_information : (P1 = (ticket_id = 49792808,link = FTBDFTBDPAR003_FTBDFTBDESR020,ticket_type = THREAT,down_type = LINK,outage_st",3.72,00:10,,Intercity,North,Own,Intercity IP Core,Permanent,INHRSIRSXXXXTW0031ILAPAR001,TBD,,NULL,,5,May-26,WK-18'26,TTR<4Hrs
2026WK-18'26,2026,WK-18'26,IM367788448,,Haryana,Karnal,CMM Name,I-HR-TNSR-ENB-6014,I-HR-YMGR-AG2-0001,,,O & M,NSA,AG1 - AG1,Fibre Cut,02-05-2026,02-05-2026 11:34,02-05-2026 11:34,0000-00-00 00:00:00,02-05-2026 12:54,Resolved,Restored by single joint,"As per vicky +919992137199 own fibre cut due to water pipeline work otdr 2.4km from  I-HR-TNSR-ENB-6014 sj permanent
LINK_DOWN | LDWALDWAPAR001/TenGigabitEthernet0/0/5 | Port TenGigabitEthernet0/0/5 Description:  # TO-YMGRPMCLPAR001-Te0/2/0/2-Fiber ## 21969308 ## is down on device 2405:200:204:133:172:26:192:5.:down - generated by interfaces status poller | LINK_DOWN:2405:200:204:133:172:26:192:5:If: TenGigabitEthernet0/0/5##SubAlarm@@_6 #*# NA",1.38,00:02,,Intercity,North,Own,Intercity IP Core,Permanent,INHRLDWALDWATW6001NA2PAR001,1.00172E+11,,NULL,,2,May-26,WK-18'26,TTR<4Hrs
2026WK-18'26,2026,WK-18'26,IM368283517,,Haryana,Rohtak,CMM Name,I-HR-JHJJ-ENB-9020,I-HR-JHJJ-ENB-I010,,,O & M,NSA,CSS - CSS,Fibre Cut,04-05-2026,04-05-2026 17:48,04-05-2026 17:48,0000-00-00 00:00:00,04-05-2026 20:16,Resolved,Restored by single joint,"CMP_Interface Down [1]: HARYANA/Rohtak;Link: CSS_CSS : IPOF :; Down Since:2026-05-04 17:45:08.000000
 $$ [CSS_CSS]I-HR-JHJJ-ENB-9020<->I-HR-JHJJ-ENB-I010 $$ 

PR TBFC_P1 - Interface down Affected:18 [DOWN:0,THREAT:18] CSS_CSS: IPOF : between I-HR-JHJJ-ENB-9020 JHJJJHJJESR015-Te0/0/0/24-Te0/0/0/24 and I-HR-JHJJ-ENB-I010 JHJJJHJJESR047-BD355-TenGigabitEthernet0/0/11[NATIONAL HIGHWAY and ] CMP -  Rohtak  Rewari  since 2026-05-04 17:45:08.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: HR-49757238-MI],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'JHJJJHJJESR015','sap_id' = 'I-HR-JHJJ-ENB-9020','interface_name' = 'Te0/0/0/24','port' = 'Te0/0/0/24','link' = 'JHJJJHJJESR015_JHJJJHJJESR047','link_no' = 22301157],path_information : (P1 = (ticket_id = 49757238,link = JHJJJHJJESR015_JHJJJHJJESR047,ticket_type = THREAT,down_type = LINK,outage_start_time = 2026-05-04 17:45:08,outage_created_time = 2026-05-04 17:48:00)),TBFCKEY_49757238, #IFDOWN-CSS_CSS_IPOF#,ticket_nature : IPOF",2.52,00:03,,Intracity,North,Own,Intracity IP Access,,INHRJHJJXXXXTW0003ENBESR001,1.00172E+11,,NULL,,4,May-26,WK-18'26,TTR<4Hrs
2026WK-18'26,2026,WK-18'26,IM368266309,,Punjab,Jalandhar,CMM Name,Jalandhar-Shimla Via Hoshiarpur,Jalandhar-Phagwara,,,O & M,NSA,Core - Collector,Fibre Cut,04-05-2026,0000-00-00 00:00:00,04-05-2026 17:03,04-05-2026 22:30,04-05-2026 19:59,Resolved,Restored by double joint,......................,3.05,00:07,,Intercity,North,Own,Transport,Permanent,PBJLDRPBPHGRSPQ001_BU,1.00172E+11,,NULL,,4,May-26,WK-18'26,TTR<4Hrs
2026WK-18'26,2026,WK-18'26,IM368558105,,Punjab,Ludhiana-2,CMM Name,Ludhiana - Shimla Path 1,Ludhiana-Phagwara,,,O & M,NSA,Collector,Fibre Cut,06-05-2026,0000-00-00 00:00:00,06-05-2026 02:13,06-05-2026 11:30,06-05-2026 08:39,Resolved,Restored by double joint,"As per Mr  Kulveer +917743003558 // RCOM  UG fiber //  Cut due to NHAI  Drainage work    // OTDR at  33.1  km from  Phagwara  //  Restored by Double joint //  2  JC added  // 15  meter cable added // Delay due to high loss.
Span Name 	LER 	SpanLoss 	Egress 	Ingress 	Status
Ludhiana - Phagwara 	27.09 	27.04 	11.87 	-15.17 	-
Phagwara - Ludhiana 	27.09 	28.72 	17.62 	-11.10 	-",6.57,00:08,High Loss at Multiple Location,Intercity,North,RCOM,Transport,Permanent,LDHN_0004_CHPTNB0001_SBNRNB0001,1.00172E+11,,NULL,,6,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368900017,,Punjab,Chandigarh,CMM Name,I-PB-PCKB-ENB-A007,I-PB-SGML-AG2-0001,,,O & M,NSA,AG2-OLTE (FTTX),Fibre Cut,07-05-2026,07-05-2026 14:32,07-05-2026 14:32,0000-00-00 00:00:00,07-05-2026 19:34,Resolved,Restored by double joint,"RFO:- cable cut due to HUDA JCB work 1.7km from I-PB-PCKB-ENB-A007.
           Permanent Restored UG by double joint 80m cable added .
 
CMP_Interface Down [2]: PUNJAB/Chandigarh;Link: AG2_OLT : IPOF :; Down Since:2026-05-07 14:24:23.000000
 $$ [AG2_OLT]I-PB-PCKB-ENB-A007<->I-PB-SGML-AG2-0001;[OLT_OLT]I-PB-PCKB-FSA-0326<->I-PB-CDGR-ENB-A006 $$ 

Fttx:Fiber Cut Between AG2 to OLT: IPOF : | INPBPCKBCHNTNB6004ENBOLT001_NT-A:SFP-1 | I-PB-PCKB-ENB-A007 | 10.1.32.116 | Kundi  Sec 20  Pkl and INPBCDGRPASENB0001NA2AAR001_TENGIGE0/1/0/17 | I-PB-SGML-AG2-0001 | 49.44.4.71 | Purv Marg
[Link 1:INPBPCKBCHNTNB6004ENBOLT001_NT-A:SFP-1 | I-PB-PCKB-ENB-A007 | 10.1.32.116 | Kundi, Sec 20, Pkl and INPBCDGRPASENB0001NA2AAR001_TENGIGE0/1/0/17 | I-PB-SGML-AG2-0001 | 49.44.4.71 | Purv Marg]
 Loss of signal on nt-a:xfp:1 | Site Friendly Name :: Kundi  Sec 20  Pkl | SAP ID :: I-PB-PCKB-ENB-A007 | INPBPCKBCHNTNB6004ENBOLT001
 Customer on Threat :: 2608 and Enterprise customer on threat= 1 
CorrelatedAlarms :di_n_fttx_nokia:3617951816
Fttx:Fiber Cut Between OLT to OLT: IPOF : | INPBPCKBCHNTNB0259FSAOLT001_NT-A:SFP-1 | I-PB-PCKB-FSA-0326 | 10.1.45.172 | Suncity Parikrama and INPBPCKBKSHNNB6001ENBOLT001_NT-A:XFP:2 | I-PB-CDGR-ENB-A006 | 10.1.38.68 | Pir Mashala, Pkl
[Link 1:INPBPCKBCHNTNB0259FSAOLT001_NT-A:SFP-1 | I-PB-PCKB-FSA-0326 | 10.1.45.172 | Suncity Parikrama and INPBPCKBKSHNNB6001ENBOLT001_NT-A:XFP:2 | I-PB-CDGR-ENB-A006 | 10.1.38.68 | Pir Mashala, Pkl,  Link 2:INPBPCKBKSHNNB6001ENBOL",5.15,00:08,,Intercity,North,Own,Intercity IP Core,,INPBPCKBCHNTNB6004ENBOLT001,1.00172E+11,,NULL,,7,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368266761,,Punjab,Jalandhar,CMM Name,I-PB-JLDR-AG2-0004,I-PB-JLDR-ENB-0267,,,O & M,NSA,AG1 - CSS,Fibre Cut,04-05-2026,04-05-2026 17:08,04-05-2026 17:08,0000-00-00 00:00:00,04-05-2026 21:52,Resolved,Restored by double joint,"reff tt IM368266309
CMP_Interface Down [3]: PUNJAB/Jalandhar;Link: AG1_CSS : IPOF :; Down Since:2026-05-04 16:55:53.000000
 $$ [AG1_CSS]I-PB-JLDR-AG2-0004<->I-PB-JLDR-ENB-0267;[AG1_CSS]I-PB-JLDR-AG2-0004<->I-PB-PHGR-ENB-I027;[AG1_CSS]I-PB-JLDR-AG2-0004<->I-PB-PHGR-ENB-S001 $$ 

PR TBFC_P1 - Interface down Affected:7 [DOWN:0,THREAT:7] AG1_CSS: IPOF : between I-PB-JLDR-AG2-0004 JLDRCKJDPAR002-Te0/2/0/7-Te0/2/0/7 and I-PB-JLDR-ENB-0267 JLDRDHWLESR003-Te0/0/11-Te0/0/11[Jallandhar and ] CMP -  Jalandhar  since 2026-05-04 16:55:53.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: PB-49755535-MI],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'JLDRCKJDPAR002','sap_id' = 'I-PB-JLDR-AG2-0004','interface_name' = 'Te0/2/0/7','port' = 'Te0/2/0/7','link' = 'JLDRCKJDPAR002_JLDRDHWLESR003','link_no' = 12961773],path_information : (P1 = (ticket_id = 49755535,link = JLDRCKJDPAR002_JLDRDHWLESR003,ticket_type = SA,down_type = LINK,outage_start_time = 2026-05-04 16:55:53,outage_created_time = 2026-05-04 16:58:01)),TBFCKEY_49755535, #IFDOWN-AG1_CSS_IPOF#,ticket_nature : IPOF
PR TBFC_P1 - Interface down Affected:16 [DOWN:0,THREAT:16] AG1_CSS: IPOF : between I-PB-JLDR-AG2-0004 JLDRCKJDPAR002-Te0/5/0/7-Te0/5/0/7 and I-PB-PHGR-ENB-I027 PHGRPHGRESR058-Te0/0/11-Te0/0/11[Jallandhar and ] CMP -  Jalandhar  since 2026-05-04 16:55:54.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: PB-49755553-MI],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_",4.93,00:12,Others,Intracity,North,Own,Intracity IP Access,Permanent,INPBJLDRCKJDNB0001SA2PAR002,TBD,,NULL,,4,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368438688,,Punjab,Ludhiana-2,CMM Name,I-PB-LDHN-FSA-0202,I-PB-LDHN-AG2-0001,,,O & M,NSA,AG2-OLTE (FTTX),Fibre Cut,05-05-2026,05-05-2026 11:46,05-05-2026 11:46,0000-00-00 00:00:00,05-05-2026 21:07,Resolved,Restored by double joint,"RFO:  Aggregate LDHN_0102 cable cut due to PSPCL unplanned work for new electrical pole installation with pole erection machine at distance 0.400m from AG1 site 4407.
Cut restored with double 96F & 288F joint. 


Delay Reason:   Delay due to SP manpower shortage & other utilities- Test pit opened manually.


CMP_Interface Down [1]: PUNJAB/Ludhiana-2;Link: AG2_OLT : IPOF :; Down Since:2026-05-05 11:33:24.000000
 $$ [AG2_OLT]I-PB-LDHN-FSA-0202<->I-PB-LDHN-AG2-0001 $$ 

Radysis:Fiber Cut Between AG2 to OLT: IPOF : | INPBLDHNPBMTNB0381FSAOLT001_NNI:SFP-3 | I-PB-LDHN-FSA-0202 | NA | Punjab Mata Nagar and INPBLDHNCHPTNB0001SA2AAR001_TENGIGE0/1/1/11 | I-PB-LDHN-AG2-0001 | 49.44.2.251 | Systec International
[Link 1:INPBLDHNPBMTNB0381FSAOLT001_NNI:SFP-3 | I-PB-LDHN-FSA-0202 | NA | NA and INPBLDHNCHPTNB0001SA2AAR001_TENGIGE0/1/1/11 | I-PB-LDHN-AG2-0001 | 49.44.2.251 | Systec International]
 Loss of signal on NNI-3 | Site Friendly Name :: Punjab Mata Nagar | SAP ID :: I-PB-LDHN-FSA-0202 | INPBLDHNPBMTNB0381FSAOLT001
| Radisys_OLT_Alarm - OLT-ETHERNET-LINK-DOWN Customer on Threat ::: 5",9.57,00:12,,Intercity,North,Own,Intercity IP Core,Permanent,INPBLDHNPBMTNB0381FSAOLT001,1.00171E+11,,NULL,,5,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368507683,,Punjab,Jalandhar,CMM Name,I-PB-JLDR-ENB-0011,I-PB-JLDR-AG2-0004,,,O & M,NSA,AG2-OLTE (FTTX),Fibre Cut,05-05-2026,05-05-2026 17:32,05-05-2026 17:32,0000-00-00 00:00:00,05-05-2026 21:33,Resolved,High Ageing,"CMP_Interface Down [1]: PUNJAB/Jalandhar;Link: AG2_OLT : IPOF :; Down Since:2026-05-05 17:23:57.000000
 $$ [AG2_OLT]I-PB-JLDR-ENB-0011<->I-PB-JLDR-AG2-0004 $$ 

Fttx:Fiber Cut Between AG2 to OLT: IPOF : | INPBJLDRNHLPTW0001ENBOLT001_NT-A:SFP-1 | I-PB-JLDR-ENB-0011 | 10.1.40.180 | Rohini Leather Complex Road Jalandhar and INPBJLDRCKJDNB0001SA2AAR001_TENGIGE0/1/0/14 | I-PB-JLDR-AG2-0004 | 49.44.1.103 | NA
[Link 1:INPBJLDRNHLPTW0001ENBOLT001_NT-A:SFP-1 | I-PB-JLDR-ENB-0011 | 10.1.40.180 | Rohini Leather Complex Road Jalandhar and INPBJLDRCKJDNB0001SA2AAR001_TENGIGE0/1/0/14 | I-PB-JLDR-AG2-0004 | 49.44.1.103 | NA]
 Loss of signal on nt-a:xfp:1 | Site Friendly Name :: Rohini Leather Complex Road Jalandhar | SAP ID :: I-PB-JLDR-ENB-0011 | INPBJLDRNHLPTW0001ENBOLT001
 Customer on Threat :: 882 and Enterprise customer on threat= 0 
CorrelatedAlarms :di_n_fttx_nokia:3612003839",4.15,00:08,,Intercity,North,Own,Intercity IP Core,,INPBJLDRNHLPTW0001ENBOLT001,1.00172E+11,,NULL,,5,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368624526,,Punjab,Bhatinda,CMM Name,I-PB-KKPR-ENB-6002,I-PB-KKPR-ENB-6004,,,O & M,NSA,CSS - CSS,Fibre Cut,06-05-2026,06-05-2026 08:53,06-05-2026 08:53,0000-00-00 00:00:00,06-05-2026 18:02,Resolved,High Ageing,"CMP_Interface Down [1]: PUNJAB/Bhatinda;Link: CSS_CSS : IPOF :; Down Since:2026-05-06 08:42:36.000000
 $$ [CSS_CSS]I-PB-KKPR-ENB-6002<->I-PB-KKPR-ENB-6004 $$ 

PR TBFC_P1 - Interface down Affected:3 [DOWN:0,THREAT:3] CSS_CSS: IPOF : between I-PB-KKPR-ENB-6002 KKPRBGLSESR001-BD355-TenGigabitEthernet0/0/11 and I-PB-KKPR-ENB-6004 KKPRSDWNESR002-Te0/0/0/24-Te0/0/0/24[Dwareana Road and ] CMP -  Bhatinda  since 2026-05-06 08:42:36.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: PB-49810943-MI],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'KKPRBGLSESR001','sap_id' = 'I-PB-KKPR-ENB-6002','interface_name' = 'BD355','port' = 'TenGigabitEthernet0/0/11','link' = 'KKPRBGLSESR001_KKPRSDWNESR002','link_no' = 11144797],path_information : (P1 = (ticket_id = 49810943,link = KKPRBGLSESR001_KKPRSDWNESR002,ticket_type = THREAT,down_type = LINK,outage_start_time = 2026-05-06 08:42:36,outage_created_time = 2026-05-06 08:45:55)),TBFCKEY_49810943, #IFDOWN-CSS_CSS_IPOF#,ticket_nature : IPOF",9.32,00:11,,Intracity,North,Own,Intracity IP Access,,INPBKKPRBGLSTW6001ENBESR001,1.00172E+11,,NULL,,6,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368047691,,Punjab,Jalandhar,CMM Name,I-PB-JLDR-ENB-0149,I-PB-JLDR-ENB-0334,,,O & M,NSA,CSS - CSS,Fibre Cut,03-05-2026,03-05-2026 16:00,03-05-2026 16:00,0000-00-00 00:00:00,03-05-2026 19:28,Resolved,Restored by double joint,"As per  budhrao  +917888392497 //OWN Fiber cut due to short circuit by lightning   AT  9.5KM FROM I-PB-JLDR-ENB-0334,Fiber spliced with double Joint,200 MTR cable added //permanent
CMP_Interface Down [3]: PUNJAB/Jalandhar;Link: CSS_CSS : IPOF :; Down Since:2026-05-03 15:50:42.000000
 $$ [CSS_CSS]I-PB-JLDR-ENB-0149<->I-PB-JLDR-ENB-0334;[CSS_CSS]I-PB-JLDR-ENB-0296<->I-PB-JLDR-ENB-0012;[AG2_OLT]I-PB-JLDR-ENB-0011<->I-PB-JLDR-AG2-0004 $$ 

PR TBFC_P2 - Interface down Affected:13 [DOWN:0,THREAT:13] CSS_CSS: IPOF : between I-PB-JLDR-ENB-0149 JLDRWRIAESR001-BD355-TenGigabitEthernet0/0/11 and I-PB-JLDR-ENB-0334 JLDRPSPGESR003-BD354-TenGigabitEthernet0/0/10[Village Sangal and ] CMP -  Jalandhar  since 2026-05-03 15:50:42.0 ; 
@ DOWN:[ ], THREAT[]; VENDORSL2= [] HOSTNAMEL2= [], Linked_Tickets:[LINK:1: PB-49725916-MI,],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'JLDRWRIAESR001','sap_id' = 'I-PB-JLDR-ENB-0149','interface_name' = 'BD355','port' = 'TenGigabitEthernet0/0/11','link' = 'JLDRWRIAESR001_JLDRPSPGESR003','link_no' = 12868734],path_information : (P1 = (ticket_id = 49725913,link = JLDRBSBWESR005_JLDRPSPGESR002,ticket_type = THREAT,down_type = LINK,outage_start_time = 2026-05-03 15:50:42,outage_created_time = 2026-05-03 15:53:08),P2 = (ticket_id = 49725916,link = JLDRWRIAESR001_JLDRPSPGESR003,ticket_type = THREAT,down_type = LINK,outage_start_time = 2026-05-03 15:50:42,outage_created_time = 2026-05-03 15:53:13)),TBFCKEY_49725",3.62,00:10,,Intracity,North,Own,Intracity IP Access,Permanent,INPBJLDRWRIATW0001ENBESR001,1.00172E+11,,NULL,,3,May-26,WK-18'26,TTR<4Hrs
